ID,gender,female,age,age_18_29,age_30_49,age_50_64,age_65_more,race,race2,race_white_nonhisp,race_black_nonhisp,race_hisp,educ_aggre,educ,educ_hs,educ_somecoll,educ_collegegrad,educ_postgrad,relationship,married,employed,industry,jobduty_a,jobduty_b,jobduty_c,jobduty_d,jobduty_e,income,income_agg,inc_less30k,inc_30to75k,inc_75kmore,hhinternet,internet_agg,internet_disagg,int_useconstantly,int_usefewtimes_orless,soc_media,RIDEAV,AVaware,AVfeedback,AVenthu,AVworry,AVsafe1,AVsafe2,AVreg_lanes,AVreg_restr,AVreg_driver,AVfuture_elderly,AVfuture_job,AVfuture_own,AVfuture_drive,AVfuture_traffic,AVaccper,pos_safe,pos_multitask,pos_exper,pos_indep,pos_stress,pos_long,pos_conv,neg_safe,neg_enjdrv,neg_tech,neg_hack,neg_trust,predict_doc,predict_busi_auto,predict_dronedelivery,predict_3dprinting,predict_AVonroads,WORK3A,WORK3B,WORK3C,WORK3D,WORK3E,WORK3F
100734,2,1,4,0,0,0,1,1,1,1,0,0,1,6,0,0,0,1,1,1,0,11,0,0,0,0,0,6,2,0,1,0,1,1,2,1,0,1,1,2,3,2,3,4,3,2,3,1,2,2,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,2,3,2,2,2,2,2,2
100803,2,1,3,0,0,1,0,1,1,1,0,0,1,5,0,0,1,0,1,1,0,11,0,0,0,0,0,7,1,0,0,1,1,2,5,0,1,1,2,2,2,1,3,2,2,2,2,2,1,1,2,2,2,3,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,3,3,2,2,2,2,2,2
101224,1,0,4,0,0,0,1,1,1,1,0,0,3,2,1,0,0,0,1,1,0,11,0,0,0,0,0,5,2,0,1,0,1,1,3,0,1,1,2,2,2,2,3,2,1,2,2,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2
101322,1,0,2,0,1,0,0,1,1,1,0,0,3,1,1,0,0,0,6,0,1,1,1,0,0,0,0,5,2,0,1,0,1,1,2,1,0,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,4,1,1,3,2,2,3,1
101437,2,1,3,0,0,1,0,1,1,1,0,0,2,3,0,1,0,0,3,0,0,11,0,0,0,0,0,2,3,1,0,0,1,1,3,0,1,1,1,3,2,3,3,3,2,2,2,1,2,2,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,2,2,2
101472,1,0,2,0,1,0,0,1,1,1,0,0,1,6,0,0,0,1,6,0,1,8,0,1,1,1,0,6,2,0,1,0,1,1,1,1,0,1,1,2,2,3,1,3,3,3,3,1,2,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,2,3,3,3,3,3,3,3
101485,2,1,3,0,0,1,0,4,4,0,0,0,2,3,0,1,0,0,5,0,1,8,0,1,1,1,0,7,1,0,0,1,1,1,1,1,0,1,2,2,3,2,2,2,1,1,1,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,2,3,3,3,3,3
101493,1,0,3,0,0,1,0,1,3,0,0,1,2,3,0,1,0,0,1,1,0,11,0,0,0,0,0,5,2,0,1,0,1,1,2,1,0,1,1,3,2,1,3,1,1,1,4,3,2,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,2,3,2,2,2,2,2,2
102009,1,0,3,0,0,1,0,1,1,1,0,0,2,3,0,1,0,0,1,1,1,10,1,1,1,1,0,8,1,0,0,1,1,1,1,1,0,1,2,3,2,2,4,2,2,2,2,2,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,2,2,2,3,3,3,3,2
102198,2,1,1,1,0,0,0,1,1,1,0,0,2,3,0,1,0,0,6,0,1,1,1,0,1,0,0,7,1,0,0,1,1,1,1,1,0,1,1,2,1,1,3,2,2,1,1,1,1,2,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,1,2,3,3,3,3,3,1
102352,1,0,2,0,1,0,0,5,3,0,0,1,1,5,0,0,1,0,1,1,1,10,1,1,0,1,0,6,2,0,1,0,1,1,3,0,1,1,1,2,3,3,3,3,3,2,3,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,3,2,3,3
102584,1,0,4,0,0,0,1,1,1,1,0,0,2,3,0,1,0,0,5,0,0,11,0,0,0,0,0,4,2,0,1,0,1,1,3,0,1,1,1,2,3,3,3,3,3,2,2,2,2,2,1,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,3,2,3,2,2,2,2,2,2,2,2
102932,1,0,4,0,0,0,1,1,1,1,0,0,1,6,0,0,0,1,1,1,1,10,0,0,1,1,0,9,1,0,0,1,1,1,2,1,0,1,1,3,3,4,3,4,4,1,1,1,2,1,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,4,4,3,3,1,3,2,3,2,3,3
103094,2,1,2,0,1,0,0,1,1,1,0,0,3,2,1,0,0,0,1,1,1,2,0,1,0,0,0,3,3,1,0,0,1,1,1,1,0,1,2,3,2,1,2,1,1,1,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,3,4,3,1,3,3,1,3
103190,1,0,4,0,0,0,1,1,1,1,0,0,1,6,0,0,0,1,1,1,0,11,0,0,0,0,0,8,1,0,0,1,1,1,2,1,0,1,1,2,2,2,4,3,3,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,1,3,2,2,2,2,2,2
103256,1,0,4,0,0,0,1,1,1,1,0,0,1,5,0,0,1,0,3,0,0,11,0,0,0,0,0,8,1,0,0,1,1,1,3,0,1,2,2,2,3,3,2,3,2,1,1,1,2,1,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,2,2,2,2,2,2,2,2
103379,1,0,4,0,0,0,1,1,1,1,0,0,2,3,0,1,0,0,1,1,1,3,0,1,0,0,0,9,1,0,0,1,1,2,5,0,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,4,3,2,3,1,3,3
103406,2,1,2,0,1,0,0,1,1,1,0,0,1,6,0,0,0,1,1,1,1,5,1,1,1,1,0,7,1,0,0,1,1,1,1,1,0,1,1,2,3,4,3,3,3,2,3,2,1,2,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,2,3,3,3,3,2
103414,2,1,2,0,1,0,0,1,1,1,0,0,1,5,0,0,1,0,1,1,0,11,0,0,0,0,0,6,2,0,1,0,1,2,5,0,1,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,1,3,2,2,2,2,2,2
103519,1,0,3,0,0,1,0,1,1,1,0,0,1,6,0,0,0,1,1,1,1,6,0,1,0,0,0,9,1,0,0,1,1,1,2,1,0,1,1,3,2,4,2,4,4,4,4,3,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,4,3,3,2,2,2,3,3,3,3,3
103553,2,1,1,1,0,0,0,5,3,0,0,1,2,4,0,1,0,0,2,1,1,1,0,0,1,0,0,4,2,0,1,0,1,1,1,1,0,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,4,2,2,2,2,3,1,2,1,3
103611,2,1,4,0,0,0,1,1,1,1,0,0,1,6,0,0,0,1,6,0,1,5,0,1,0,0,0,6,2,0,1,0,1,1,1,1,0,1,2,1,2,2,2,3,2,1,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,5,2,3,3,1,1,3
103677,1,0,2,0,1,0,0,1,1,1,0,0,2,3,0,1,0,0,1,1,0,11,0,0,0,0,0,9,1,0,0,1,1,1,1,1,0,1,1,3,1,4,3,4,3,3,3,3,2,2,1,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,2,4,3,2,2,2,2,2,2,2,2
103871,2,1,3,0,0,1,0,5,4,0,0,0,3,1,1,0,0,0,1,1,1,8,1,1,1,1,0,4,2,0,1,0,1,2,5,0,1,1,1,3,2,3,3,3,3,3,3,2,2,2,2,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,2,2,2,3,3,3,3,2
103897,1,0,4,0,0,0,1,1,1,1,0,0,1,6,0,0,0,1,6,0,1,5,0,1,1,1,0,8,1,0,0,1,1,1,2,1,0,1,1,2,2,3,3,4,4,2,2,2,2,2,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,2,2,2,3,3,3,3,2
103956,2,1,4,0,0,0,1,1,1,1,0,0,1,5,0,0,1,0,5,0,0,11,0,0,0,0,0,4,2,0,1,0,1,1,2,1,0,1,1,3,1,2,3,2,1,2,2,1,2,2,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,2,3,2,2,2,2,2,2
104210,2,1,1,1,0,0,0,1,1,1,0,0,3,2,1,0,0,0,6,0,1,1,1,0,1,0,0,2,3,1,0,0,1,1,3,0,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,3,2,1,2,2,1,1,2
104272,1,0,2,0,1,0,0,1,1,1,0,0,2,3,0,1,0,0,1,1,1,9,0,0,1,0,0,8,1,0,0,1,1,1,1,1,0,1,1,3,3,4,3,3,2,1,3,1,2,1,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,1,3,2,3,3,3,3,3
104368,1,0,4,0,0,0,1,1,1,1,0,0,3,2,1,0,0,0,5,0,0,11,0,0,0,0,0,5,2,0,1,0,1,1,3,0,1,1,2,2,2,2,3,3,3,3,2,3,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,2,2,2,2,2,2,2
104417,2,1,4,0,0,0,1,1,1,1,0,0,1,6,0,0,0,1,1,1,1,5,0,1,0,0,0,7,1,0,0,1,1,1,3,0,1,1,1,2,3,3,3,3,3,2,2,2,2,2,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,3,3,3,3,2
104491,2,1,4,0,0,0,1,1,1,1,0,0,2,3,0,1,0,0,1,1,0,11,0,0,0,0,0,5,2,0,1,0,1,1,2,1,0,1,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,2,2,2,2,2,2
104689,2,1,3,0,0,1,0,1,1,1,0,0,3,2,1,0,0,0,5,0,0,11,0,0,0,0,0,5,2,0,1,0,1,1,2,1,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,2,2,2,2,2,2,2
104937,1,0,4,0,0,0,1,1,1,1,0,0,1,6,0,0,0,1,3,0,0,11,0,0,0,0,0,6,2,0,1,0,1,1,3,0,1,1,1,3,3,3,4,4,4,4,3,2,2,2,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,3,2,2,2,2,2,2,2
105124,1,0,3,0,0,1,0,1,1,1,0,0,1,6,0,0,0,1,1,1,1,8,0,1,1,0,0,9,1,0,0,1,1,1,2,1,0,1,1,3,2,3,2,3,3,2,3,3,2,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,2,2,2,3,3,2,1,3
105205,2,1,3,0,0,1,0,1,1,1,0,0,2,4,0,1,0,0,1,1,1,10,1,0,0,0,0,8,1,0,0,1,1,1,3,0,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,3,3,2,2,3,3
105269,1,0,4,0,0,0,1,1,1,1,0,0,1,6,0,0,0,1,1,1,1,6,0,0,1,0,0,5,2,0,1,0,1,1,3,0,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,3,2,3,3,3,3,3,3
105857,1,0,4,0,0,0,1,1,1,1,0,0,1,6,0,0,0,1,1,1,1,2,0,1,1,1,0,9,1,0,0,1,1,1,3,0,1,2,1,3,3,4,4,4,4,4,4,4,2,2,2,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,3,3,2
105959,2,1,3,0,0,1,0,1,1,1,0,0,1,6,0,0,0,1,2,1,1,5,0,0,0,1,0,3,3,1,0,0,1,1,2,1,0,1,1,2,2,2,2,3,2,3,3,1,2,1,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,3,2,2,3,3,2,3,2
106068,1,0,3,0,0,1,0,1,1,1,0,0,1,6,0,0,0,1,1,1,1,5,0,0,0,1,0,7,1,0,0,1,1,1,1,1,0,2,1,3,3,3,3,3,3,2,3,3,2,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,2,3,3,1,3,1,3
106180,1,0,2,0,1,0,0,1,1,1,0,0,2,4,0,1,0,0,1,1,1,8,0,0,1,0,0,6,2,0,1,0,1,1,2,1,0,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,2,3,2,3,3,3,3,2
106297,1,0,4,0,0,0,1,1,1,1,0,0,1,6,0,0,0,1,1,1,0,11,0,0,0,0,0,6,2,0,1,0,1,2,5,0,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,3,2,2,2,2,2,2
106444,2,1,4,0,0,0,1,1,1,1,0,0,1,5,0,0,1,0,1,1,0,11,0,0,0,0,0,8,1,0,0,1,1,1,2,1,0,1,1,3,2,2,4,3,3,1,3,2,2,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,4,4,2,2,3,2,2,2,2,2,2
106590,2,1,3,0,0,1,0,1,1,1,0,0,1,6,0,0,0,1,1,1,1,5,1,1,1,1,0,8,1,0,0,1,1,1,2,1,0,1,1,2,3,4,4,4,2,1,3,1,2,1,1,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,2,2,2,3,1,3,3,1
106613,1,0,4,0,0,0,1,2,2,0,1,0,2,3,0,1,0,0,1,1,0,11,0,0,0,0,0,3,3,1,0,0,1,2,5,0,1,1,2,2,2,2,2,2,3,2,2,2,1,2,2,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,2,2,2,2,2,2,2,2
106885,2,1,3,0,0,1,0,5,3,0,0,1,1,5,0,0,1,0,1,1,0,11,0,0,0,0,0,8,1,0,0,1,1,1,2,1,0,1,1,3,2,3,3,3,3,1,2,1,2,2,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,3,2,2,2,2,2,2,2
106960,2,1,4,0,0,0,1,1,1,1,0,0,2,3,0,1,0,0,1,1,0,11,0,0,0,0,0,6,2,0,1,0,1,3,6,0,1,1,1,3,2,3,3,3,2,2,2,2,2,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,2,2,2
107017,2,1,3,0,0,1,0,1,1,1,0,0,1,5,0,0,1,0,1,1,0,11,0,0,0,0,0,7,1,0,0,1,1,1,4,0,1,1,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,3,3,4,3,1,2,2,2,2,2,2
107023,2,1,3,0,0,1,0,2,2,0,1,0,2,4,0,1,0,0,2,1,1,6,0,0,1,0,0,5,2,0,1,0,1,1,2,1,0,1,1,3,2,3,3,3,2,1,3,2,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,3,3,3,3
107268,2,1,3,0,0,1,0,1,1,1,0,0,2,3,0,1,0,0,1,1,1,3,1,0,0,0,0,6,2,0,1,0,1,1,4,0,1,1,2,3,1,2,2,2,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,4,3,3,2,2,3,2,2,2,2
107329,2,1,3,0,0,1,0,2,2,0,1,0,2,3,0,1,0,0,6,0,1,10,0,0,0,0,1,2,3,1,0,0,1,1,2,1,0,1,2,3,2,1,1,1,1,1,1,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,2,2,2,3,2,3,3,2
107612,2,1,3,0,0,1,0,2,2,0,1,0,2,3,0,1,0,0,3,0,1,10,1,0,1,0,0,5,2,0,1,0,1,1,3,0,1,1,1,2,3,3,4,4,3,3,3,1,2,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,2,1,3,3,3,3,3
107668,2,1,2,0,1,0,0,1,1,1,0,0,1,5,0,0,1,0,6,0,1,6,0,1,1,1,0,5,2,0,1,0,1,1,2,1,0,1,1,2,2,2,3,2,2,2,2,1,2,1,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,2,2,2,3,3,3,2,3
108035,1,0,3,0,0,1,0,5,4,0,0,0,3,1,1,0,0,0,1,1,1,10,1,0,1,0,0,7,1,0,0,1,1,1,3,0,1,1,1,3,3,3,3,4,4,2,3,2,2,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,3,1,3,3,3,3,3,3
108169,2,1,2,0,1,0,0,1,1,1,0,0,1,6,0,0,0,1,1,1,1,8,0,1,1,1,0,6,2,0,1,0,1,1,2,1,0,1,2,2,2,1,2,1,1,1,3,1,2,2,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,2,1,3,3,2,1,3
108435,2,1,3,0,0,1,0,1,1,1,0,0,1,6,0,0,0,1,1,1,0,11,0,0,0,0,0,9,1,0,0,1,1,1,2,1,0,2,2,3,1,1,2,2,2,1,3,3,2,2,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,2,2,2,2,2,2,2,2
108447,2,1,4,0,0,0,1,1,1,1,0,0,1,5,0,0,1,0,3,0,0,11,0,0,0,0,0,5,2,0,1,0,1,1,3,0,1,1,2,3,2,1,2,2,1,1,1,1,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,3,2,2,2,2,2,2,2
108592,2,1,4,0,0,0,1,2,2,0,1,0,2,4,0,1,0,0,3,0,0,11,0,0,0,0,0,4,2,0,1,0,1,1,2,1,0,1,1,2,2,1,2,3,1,1,2,1,2,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,2,2,2,2,2,2,2,2
108909,2,1,3,0,0,1,0,1,1,1,0,0,3,1,1,0,0,0,5,0,0,11,0,0,0,0,0,2,3,1,0,0,1,5,8,0,1,1,1,3,2,3,3,3,3,2,3,2,2,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,1,2,2,2,2,2,2
109143,2,1,2,0,1,0,0,1,1,1,0,0,3,2,1,0,0,0,1,1,1,6,0,0,1,1,0,4,2,0,1,0,1,1,4,0,1,2,1,2,2,2,3,3,2,3,3,1,2,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,2,3,3,3,3,3,3
109188,2,1,3,0,0,1,0,1,1,1,0,0,1,6,0,0,0,1,3,0,1,2,0,1,1,1,0,4,2,0,1,0,1,1,2,1,0,1,1,2,3,4,3,4,3,1,1,1,2,2,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,4,3,3,4,2,3,3,2,3,3,2
109299,1,0,3,0,0,1,0,4,4,0,0,0,2,4,0,1,0,0,1,1,0,11,0,0,0,0,0,8,1,0,0,1,1,2,5,0,1,1,1,2,3,4,3,3,3,3,3,3,2,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,2,2,2,2,2,2,2
110041,1,0,4,0,0,0,1,1,1,1,0,0,1,6,0,0,0,1,1,1,0,11,0,0,0,0,0,8,1,0,0,1,1,1,3,0,1,2,1,3,2,3,4,3,2,1,3,3,2,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,4,3,3,3,2,2,2,2,2,2,2
110129,2,1,4,0,0,0,1,1,1,1,0,0,1,5,0,0,1,0,1,1,0,11,0,0,0,0,0,6,2,0,1,0,1,1,3,0,1,1,2,2,1,1,4,2,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
110550,1,0,3,0,0,1,0,1,1,1,0,0,1,6,0,0,0,1,1,1,1,8,0,1,1,1,0,7,1,0,0,1,1,1,2,1,0,1,2,2,2,2,3,2,2,1,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,5,3,3,3,3,3,3
111646,2,1,4,0,0,0,1,1,1,1,0,0,1,5,0,0,1,0,1,1,0,11,0,0,0,0,0,8,1,0,0,1,1,2,5,0,1,1,2,3,2,3,2,3,3,2,2,1,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,3,2,2,2,2,2,2,2
111665,2,1,3,0,0,1,0,1,3,0,0,1,3,2,1,0,0,0,1,1,0,11,0,0,0,0,0,6,2,0,1,0,1,6,9,0,1,1,1,3,2,3,3,4,4,2,2,3,2,1,2,2,2,3,0,0,0,1,1,0,1,0,0,0,0,0,2,2,3,3,2,2,2,2,2,2,2
111884,1,0,4,0,0,0,1,2,2,0,1,0,1,6,0,0,0,1,1,1,0,11,0,0,0,0,0,8,1,0,0,1,1,1,4,0,1,1,2,3,2,3,2,3,2,2,2,2,1,2,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,4,2,2,2,2,2,2
111927,2,1,3,0,0,1,0,1,1,1,0,0,3,2,1,0,0,0,2,1,1,5,1,0,0,0,0,2,3,1,0,0,1,1,2,1,0,1,1,2,2,2,3,1,1,3,4,2,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,3,2,2,2,2,2,2,2
112238,2,1,3,0,0,1,0,1,1,1,0,0,3,2,1,0,0,0,5,0,1,4,0,0,1,0,0,5,2,0,1,0,1,1,2,1,0,1,2,2,1,2,3,2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,3,3,3
112371,2,1,3,0,0,1,0,1,3,0,0,1,2,4,0,1,0,0,1,1,1,2,0,0,1,0,0,2,3,1,0,0,1,2,5,0,1,1,2,3,2,2,1,1,1,1,1,1,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,1,2,2,2,2,3,2
112490,2,1,3,0,0,1,0,1,1,1,0,0,2,4,0,1,0,0,1,1,1,2,1,1,1,0,0,6,2,0,1,0,1,2,5,0,1,1,2,2,2,2,3,3,2,1,1,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,3,2,2,3,2,3,2
112495,2,1,3,0,0,1,0,1,1,1,0,0,1,6,0,0,0,1,3,0,1,6,0,1,0,0,0,7,1,0,0,1,1,1,2,1,0,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,3,4,3,3,3,2,3,3,3,2,3
